Number,Transaction
2542,[2025-08-18 6:00:27 PM] - Both Winnipeg Jets and Manitoba Moose lines for next game are empty. Current rosters/lines are not erased.
2543,[2025-08-18 6:00:28 PM] - Farm Game #44 - Phillip Di Giuseppe from Abbotsford Canucks has scored a Hat Trick!
2544,[2025-08-18 6:00:28 PM] - Farm Game #44 - Nils Aman from Abbotsford Canucks has scored a Hat Trick!
2545,[2025-08-18 6:00:28 PM] - Farm Game #45 - Nathan Walker from Springfield Thunderbirds has scored a Hat Trick!
2546,[2025-08-18 6:00:28 PM] - Farm Game #45 - Game Misconduct to Unknown Player
2547,[2025-08-18 6:00:28 PM] - Farm Game #45 - Game Misconduct to Unknown Player
2548,[2025-08-18 6:00:28 PM] - Farm Game #45 - Game Misconduct to Unknown Player
2549,[2025-08-18 6:00:28 PM] - Farm Game #46 - Uvis Balinskis from Jacksonville Barons has scored a Hat Trick!
2550,[2025-08-18 6:00:28 PM] - Farm Game #46 - Nicholas Robertson from Toronto Marlies has scored a Hat Trick!
2551,[2025-08-18 6:00:28 PM] - Farm Game #46 - Game Misconduct to Unknown Player
2552,[2025-08-18 6:00:28 PM] - Farm Game #46 - Game Misconduct to Unknown Player
2553,[2025-08-18 6:00:28 PM] - Pro Game #49 - John Tavares from Toronto Maple Leafs has scored a Hat Trick!
2554,[2025-08-18 6:00:28 PM] - New Record for Team's Most Hits (21) in 1 Game for Toronto Maple Leafs!
2555,[2025-08-18 6:00:28 PM] - Filip Forsberg from Nashville Predators is injured from Exhaustion.
2556,[2025-08-18 6:00:28 PM] - Game 50 - Christian Dvorak from Montreal Canadiens is injured  (Bruised Left Leg) and is out for 4 days.
2557,[2025-08-18 6:00:28 PM] - New Record for Team's Most Penalties Minutes (10) in 1 Game for Seattle Kraken!
2558,[2025-08-18 6:00:28 PM] - New Record for Team's Most Hits (23) in 1 Game for Seattle Kraken!
2559,[2025-08-18 6:00:28 PM] - J.T. Miller from New York Rangers is injured from Exhaustion.
2560,[2025-08-18 6:00:28 PM] - New Record for Team's Most Hits (25) in 1 Game for New York Rangers!
2561,[2025-08-18 6:00:28 PM] - Pro Game #51 - Leon Draisaitl from Edmonton Oilers has scored a Hat Trick!
2562,[2025-08-18 6:00:28 PM] - New Record for Team's Most Goals (10) in 1 Game for Edmonton Oilers!
2563,[2025-08-18 6:00:28 PM] - New Record for Team's Most Assists (19) in 1 Game for Edmonton Oilers!
2564,[2025-08-18 6:00:28 PM] - New Record for Team's Most Points (29) in 1 Game for Edmonton Oilers!
2565,[2025-08-18 6:00:28 PM] - New Record for Team's Most Goals (10) in 1 Game for Edmonton Oilers!
2566,[2025-08-18 6:00:28 PM] - New Record for Team's Most Assists (19) in 1 Game for Edmonton Oilers!
2567,[2025-08-18 6:00:28 PM] - New Record for Team's Most Points (29) in 1 Game for Edmonton Oilers!
2568,[2025-08-18 6:00:28 PM] - New Record for Team's Most Shots (34) in 1 Game for Edmonton Oilers!
2569,[2025-08-18 6:00:28 PM] - New Record for Team's Most Shots Blocked (15) in 1 Game for Edmonton Oilers!
2570,[2025-08-18 6:00:28 PM] - New Record for Team's Most Goals (7) in 1 Game for Washington Capitals!
2571,[2025-08-18 6:00:28 PM] - New Record for Team's Most Points (18) in 1 Game for Washington Capitals!
2572,[2025-08-18 6:00:28 PM] - New Record for Team's Most Assists (10) in 1 Game for Tampa Bay Lightning!
2573,[2025-08-18 6:00:28 PM] - New Record for Team's Most Points (15) in 1 Game for Tampa Bay Lightning!
2574,[2025-08-18 6:00:28 PM] - New Record for Team's Most Penalties Minutes (14) in 1 Game for Tampa Bay Lightning!
2575,[2025-08-18 6:00:29 PM] - New Record for Team's Most Hits (29) in 1 Game for Calgary Flames!
2576,[2025-08-18 6:00:29 PM] - Pro Game #54 - Wyatt Johnston from Dallas Stars has scored a Hat Trick!
2577,[2025-08-18 6:00:29 PM] - New Record for Team's Most Goals (7) in 1 Game for Dallas Stars!
2578,[2025-08-18 6:00:29 PM] - New Record for Team's Most Assists (10) in 1 Game for Dallas Stars!
2579,[2025-08-18 6:00:29 PM] - New Record for Team's Most Points (17) in 1 Game for Dallas Stars!
2580,[2025-08-18 6:00:29 PM] - New Record for Team's Most Shots Blocked (18) in 1 Game for Dallas Stars!
2581,[2025-08-18 6:00:29 PM] - New Record for Team's Most Hits (23) in 1 Game for Dallas Stars!
2582,[2025-08-18 6:00:29 PM] - New Record for Team's Most Shots Blocked (18) in 1 Game for San Jose Sharks!
2583,[2025-08-18 6:00:29 PM] - New Record for Team's Most Penalties Minutes (8) in 1 Game for San Jose Sharks!
2584,[2025-08-18 6:00:29 PM] - New Record for Team's Most Hits (28) in 1 Game for San Jose Sharks!
2585,[2025-08-18 6:00:29 PM] - New Record for Team's Most Shots (33) in 1 Game for Carolina Hurricanes!
2586,[2025-08-18 6:00:29 PM] - New Record for Team's Most Penalties Minutes (8) in 1 Game for Carolina Hurricanes!
2587,[2025-08-18 6:00:29 PM] - New Record for Player (Radko Gudas) Most Penalties Minutes (17) in 1 Game!
2588,[2025-08-18 6:00:29 PM] - New Record for Team's Most Penalties Minutes (27) in 1 Game for Anaheim Ducks!
2589,[2025-08-18 6:00:29 PM] - New Record for Team's Most Goals (5) in 1 Game for Anaheim Ducks!
2590,[2025-08-18 6:00:29 PM] - New Record for Team's Most Assists (9) in 1 Game for Anaheim Ducks!
2591,[2025-08-18 6:00:29 PM] - New Record for Team's Most Points (14) in 1 Game for Anaheim Ducks!
2592,[2025-08-18 6:00:29 PM] - New Record for Team's Most Penalties Minutes (27) in 1 Game for Anaheim Ducks!
2593,[2025-08-18 6:00:29 PM] - New Record for Team's Most Goals (7) in 1 Game for Pittsburgh Penguins!
2594,[2025-08-18 6:00:29 PM] - New Record for Team's Most Assists (13) in 1 Game for Pittsburgh Penguins!
2595,[2025-08-18 6:00:29 PM] - New Record for Team's Most Points (20) in 1 Game for Pittsburgh Penguins!
2596,[2025-08-18 6:00:29 PM] - New Record for Team's Most Hits (19) in 1 Game for Pittsburgh Penguins!
2597,[2025-08-18 6:00:29 PM] - Pro Game #56 - Game Misconduct to Radko Gudas
2598,[2025-08-18 6:00:29 PM] - Both Anaheim Ducks and San Diego Gulls lines for next game are empty. Current rosters/lines are not erased.
2599,[2025-08-18 6:00:29 PM] - Rochester Americans lines for next game are empty. Current rosters/lines are not erased.
2600,[2025-08-18 6:00:29 PM] - Both Calgary Flames and Calgary Wranglers lines for next game are empty. Current rosters/lines are not erased.
2601,[2025-08-18 6:00:29 PM] - Carolina Hurricanes lines for next game are empty. Current rosters/lines are not erased.
2602,[2025-08-18 6:00:29 PM] - Rockford IceHogs lines for next game are empty. Current rosters/lines are not erased.
2603,[2025-08-18 6:00:29 PM] - Colorado Eagles lines for next game are empty. Current rosters/lines are not erased.
2604,[2025-08-18 6:00:29 PM] - Cleveland Monsters lines for next game are empty. Current rosters/lines are not erased.
2605,[2025-08-18 6:00:29 PM] - Dallas Stars lines for next game are empty. Current rosters/lines are not erased.
2606,[2025-08-18 6:00:29 PM] - Grand Rapids Griffins lines for next game are empty. Current rosters/lines are not erased.
2607,[2025-08-18 6:00:29 PM] - Both Edmonton Oilers and Bakersfield Condors lines for next game are empty. Current rosters/lines are not erased.
2608,[2025-08-18 6:00:29 PM] - Jacksonville Barons lines for next game are empty. Current rosters/lines are not erased.
2609,[2025-08-18 6:00:29 PM] - Ontario Reign lines for next game are empty. Current rosters/lines are not erased.
2610,[2025-08-18 6:00:29 PM] - Minnesota Wild lines for next game are empty. Current rosters/lines are not erased.
2611,[2025-08-18 6:00:29 PM] - Montreal Canadiens lines for next game are empty. Current rosters/lines are not erased.
2612,[2025-08-18 6:00:29 PM] - Nashville Predators lines for next game are empty. Current rosters/lines are not erased.
2613,[2025-08-18 6:00:29 PM] - Both New York Rangers and Hartford Wolf Pack lines for next game are empty. Current rosters/lines are not erased.
2614,[2025-08-18 6:00:29 PM] - Belleville Senators lines for next game are empty. Current rosters/lines are not erased.
2615,[2025-08-18 6:00:29 PM] - Lehigh Valley Phantoms lines for next game are empty. Current rosters/lines are not erased.
2616,[2025-08-18 6:00:29 PM] - Pittsburgh Penguins lines for next game are empty. Current rosters/lines are not erased.
2617,[2025-08-18 6:00:29 PM] - San Jose Sharks lines for next game are empty. Current rosters/lines are not erased.
2618,[2025-08-18 6:00:29 PM] - Both Seattle Kraken and Coachella Valley Firebirds lines for next game are empty. Current rosters/lines are not erased.
2619,[2025-08-18 6:00:29 PM] - Springfield Thunderbirds lines for next game are empty. Current rosters/lines are not erased.
2620,[2025-08-18 6:00:29 PM] - Both Tampa Bay Lightning and Syracuse Crunch lines for next game are empty. Current rosters/lines are not erased.
2621,[2025-08-18 6:00:29 PM] - Both Toronto Maple Leafs and Toronto Marlies lines for next game are empty. Current rosters/lines are not erased.
2622,[2025-08-18 6:00:29 PM] - Abbotsford Canucks lines for next game are empty. Current rosters/lines are not erased.
2623,[2025-08-18 6:00:29 PM] - Vegas Golden Knights lines for next game are empty. Current rosters/lines are not erased.
2624,[2025-08-18 6:00:29 PM] - Washington Capitals lines for next game are empty. Current rosters/lines are not erased.
2625,[2025-08-18 6:00:29 PM] - Christian Dvorak from Montreal Canadiens is back from Bruised Left Leg Injury.
2626,[2025-08-18 6:00:29 PM] - David Pastrnak from Boston Bruins is back from Exhaustion.
2627,[2025-08-18 6:00:29 PM] - Elias Lindholm from Boston Bruins is back from Exhaustion.
2628,[2025-08-18 6:00:29 PM] - Oliver Kylington from San Diego Gulls is back from Right Knee Injury.
2629,[2025-08-18 6:00:29 PM] - Farm Game #48 - Colin Blackwell from Texas Stars has scored a Hat Trick!
2630,[2025-08-18 6:00:29 PM] - Farm Game #50 - Justin Robidas from Charlotte Checkers has scored a Hat Trick!
2631,[2025-08-18 6:00:29 PM] - Farm Game #51 - Adam Wilsby from Milwaukee Admirals has scored a Hat Trick!
2632,[2025-08-18 6:00:29 PM] - Farm Game #52 - Vinnie Hinostroza from Iowa Wild has scored a Hat Trick!
2633,[2025-08-18 6:00:29 PM] - Wyatt Kaiser from Rockford IceHogs is injured from Exhaustion.
2634,[2025-08-18 6:00:30 PM] - Pro Game #57 - Rasmus Dahlin from Buffalo Sabres has scored a Hat Trick!
2635,[2025-08-18 6:00:30 PM] - New Record for Player (Rasmus Dahlin) Most Ice Time (29:55) in 1 Game!
2636,[2025-08-18 6:00:30 PM] - New Record for Team's Most Shots Blocked (14) in 1 Game for Ottawa Senators!
2637,[2025-08-18 6:00:30 PM] - New Record for Team's Most Penalties Minutes (20) in 1 Game for Ottawa Senators!
2638,[2025-08-18 6:00:30 PM] - New Record for Team's Most Shots (35) in 1 Game for Detroit Red Wings!
2639,[2025-08-18 6:00:30 PM] - New Record for Team's Most Shots Blocked (14) in 1 Game for Detroit Red Wings!
2640,[2025-08-18 6:00:30 PM] - Aleksander Barkov from Florida Panthers is injured from Exhaustion.
2641,[2025-08-18 6:00:30 PM] - New Record for Team's Most Shots (33) in 1 Game for Florida Panthers!
2642,[2025-08-18 6:00:30 PM] - Pro Game #59 - Jordan Kyrou from St. Louis Blues has scored a Hat Trick!
2643,[2025-08-18 6:00:30 PM] - New Record for Team's Most Goals (5) in 1 Game for St. Louis Blues!
2644,[2025-08-18 6:00:30 PM] - New Record for Team's Most Assists (7) in 1 Game for St. Louis Blues!
2645,[2025-08-18 6:00:30 PM] - New Record for Team's Most Points (12) in 1 Game for St. Louis Blues!
2646,[2025-08-18 6:00:30 PM] - New Record for Team's Most Shots Blocked (15) in 1 Game for St. Louis Blues!
2647,[2025-08-18 6:00:30 PM] - Connor Bedard from Chicago Blackhawks is injured from Exhaustion.
2648,[2025-08-18 6:00:30 PM] - New Record for Team's Most Shots Blocked (16) in 1 Game for Utah Mammoth!
2649,[2025-08-18 6:00:30 PM] - Nazem Kadri from Calgary Flames is injured from Exhaustion.
2650,[2025-08-18 6:00:30 PM] - Both Buffalo Sabres and Rochester Americans lines for next game are empty. Current rosters/lines are not erased.
2651,[2025-08-18 6:00:30 PM] - Both Calgary Flames and Calgary Wranglers lines for next game are empty. Current rosters/lines are not erased.
2652,[2025-08-18 6:00:30 PM] - Charlotte Checkers lines for next game are empty. Current rosters/lines are not erased.
2653,[2025-08-18 6:00:30 PM] - Both Chicago Blackhawks and Rockford IceHogs lines for next game are empty. Current rosters/lines are not erased.
2654,[2025-08-18 6:00:30 PM] - Cleveland Monsters lines for next game are empty. Current rosters/lines are not erased.
2655,[2025-08-18 6:00:30 PM] - Texas Stars lines for next game are empty. Current rosters/lines are not erased.
2656,[2025-08-18 6:00:30 PM] - Detroit Red Wings lines for next game are empty. Current rosters/lines are not erased.
2657,[2025-08-18 6:00:30 PM] - Florida Panthers lines for next game are empty. Current rosters/lines are not erased.
2658,[2025-08-18 6:00:30 PM] - Iowa Wild lines for next game are empty. Current rosters/lines are not erased.
2659,[2025-08-18 6:00:30 PM] - Laval Rocket lines for next game are empty. Current rosters/lines are not erased.
2660,[2025-08-18 6:00:30 PM] - Milwaukee Admirals lines for next game are empty. Current rosters/lines are not erased.
2661,[2025-08-18 6:00:30 PM] - Utica Comets lines for next game are empty. Current rosters/lines are not erased.
2662,[2025-08-18 6:00:30 PM] - Ottawa Senators lines for next game are empty. Current rosters/lines are not erased.
2663,[2025-08-18 6:00:30 PM] - Wilkes-Barre/Scranton Penguins lines for next game are empty. Current rosters/lines are not erased.
2664,[2025-08-18 6:00:30 PM] - San Jose Barracuda lines for next game are empty. Current rosters/lines are not erased.
2665,[2025-08-18 6:00:30 PM] - Both St. Louis Blues and Springfield Thunderbirds lines for next game are empty. Current rosters/lines are not erased.
2666,[2025-08-18 6:00:30 PM] - Utah Mammoth lines for next game are empty. Current rosters/lines are not erased.
2667,[2025-08-18 6:00:30 PM] - Henderson Silver Knights lines for next game are empty. Current rosters/lines are not erased.
2668,[2025-08-18 6:00:30 PM] - Hershey Bears lines for next game are empty. Current rosters/lines are not erased.
2669,[2025-08-18 6:00:30 PM] - Manitoba Moose lines for next game are empty. Current rosters/lines are not erased.
2670,[2025-08-18 6:00:30 PM] - Filip Forsberg from Nashville Predators is back from Exhaustion.
2671,[2025-08-18 6:00:30 PM] - J.T. Miller from New York Rangers is back from Exhaustion.
2672,[2025-08-18 6:00:30 PM] - Website Output Automatically
2673,[2025-08-21 3:22:24 AM] - Auto Roster Partial Function has been run for Boston Bruins.
2674,[2025-08-21 3:22:24 AM] - Auto Lines Function has been run for Boston Bruins.
2675,[2025-08-21 3:22:24 AM] - Adam Klapka of Calgary Flames was sent to pro.
2676,[2025-08-21 3:22:24 AM] - Auto Roster Partial Function has been run for Calgary Flames.
2677,[2025-08-21 3:22:24 AM] - Auto Lines Function has been run for Calgary Flames.
2678,[2025-08-21 3:22:24 AM] - Colton Dach of Chicago Blackhawks was sent to pro.
2679,[2025-08-21 3:22:24 AM] - Auto Roster Partial Function has been run for Chicago Blackhawks.
2680,[2025-08-21 3:22:24 AM] - Auto Lines Function has been run for Chicago Blackhawks.
2681,[2025-08-21 3:22:24 AM] - Mackie Samoskevich of Florida Panthers was sent to pro.
2682,[2025-08-21 3:22:24 AM] - Auto Roster Partial Function has been run for Florida Panthers.
2683,[2025-08-21 3:22:24 AM] - Auto Lines Function has been run for Florida Panthers.
2684,[2025-08-21 3:22:24 AM] - Auto Roster Partial Function has been run for Nashville Predators.
2685,[2025-08-21 3:22:24 AM] - Auto Lines Function has been run for Nashville Predators.
2686,[2025-08-21 3:22:24 AM] - Auto Roster Partial Function has been run for New York Rangers.
2687,[2025-08-21 3:22:24 AM] - Auto Lines Function has been run for New York Rangers.
2688,[2025-08-23 1:03:03 PM] - TRADE : From Toronto Maple Leafs to Vegas Golden Knights : Mitch Marner (78).
2689,[2025-08-23 1:03:03 PM] - TRADE : From Vegas Golden Knights to Toronto Maple Leafs : Nicolas Roy (71).
2690,[2025-08-23 1:04:04 PM] - TRADE : From Edmonton Oilers to Boston Bruins : Viktor Arvidsson (69).
2691,[2025-08-23 1:04:04 PM] - TRADE : From Boston Bruins to Edmonton Oilers : Y:3-RND:5-BOS.
2692,[2025-08-23 1:04:44 PM] - TRADE : From St. Louis Blues to Montreal Canadiens : Zack Bolduc (67).
2693,[2025-08-23 1:04:44 PM] - TRADE : From Montreal Canadiens to St. Louis Blues : Logan Mailloux (67).
2694,[2025-08-23 1:05:01 PM] - Website Output Manually
2695,[2025-08-23 2:17:50 PM] - Boston Bruins roster errors : Too many Players available in Pro Team! 19 Dressed. Maximum is 18.
Some errors will be automatically fixed.

2696,[2025-08-23 2:17:50 PM] - Auto Roster Partial Function has been run for Boston Bruins.
2697,[2025-08-23 2:17:50 PM] - Edmonton Oilers roster errors : Not enough Forward available in Pro Team! 11 Dressed. 12 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.
