InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Retire,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProSecondPlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPSecondPlay,ProPKG,ProPKA,ProPKShots,ProPKSecondPlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmSecondPlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPSecondPlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKSecondPlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
1227,1226,Ryan McDonagh,https://www.nhl.com/player/8474151,26,USA,1989-06-13,36,219,74,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,4664000,4664000,4664000,4664000,4664000,0,0,0,0,0,0,,0,99,0,8474151,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,61,37,89,68,84,92,90,66,30,78,58,86,52,88,78,43,46,74,4,5,0,2,2,4,0,0,13,3,0,3,8,0,0,0,0,0,0,0,6425,0,0,0,2,898,0,0,0,926,0,8,393,0,0,0,0,0,1,0,725,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,
1228,1227,Ryan McGregor,https://www.nhl.com/player/8480248,0,CAN,1999-01-29,26,168,72,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,1628000,1628000,1628000,1628000,1628000,0,0,0,0,0,0,,0,100,0,8480248,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,57,35,95,56,68,71,75,54,64,57,55,53,56,66,68,47,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1229,1228,Ryan McLeod,https://www.nhl.com/player/8480802,3,CAN,1999-09-21,26,188,75,True,False,False,False,1,False,False,False,False,False,True,True,False,False,False,0,3113000,3113000,0,0,0,0,0,0,0,0,0,,0,100,0,8480802,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,63,36,94,75,81,86,90,71,82,73,69,81,70,67,69,72,43,71,4,13,0,0,0,-3,2,0,1,3,10,1,2,0,0,24,39,0,0,0,2880,0,0,0,0,29,0,0,0,2,2,0,388,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,
1230,1229,Ryan Nugent-Hopkins,https://www.nhl.com/player/8476454,11,CAN,1993-04-12,32,192,73,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,5261000,5261000,5261000,5261000,0,0,0,0,0,0,0,,0,100,0,8476454,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,64,35,88,77,76,86,90,78,80,83,72,82,79,85,76,56,46,75,3,8,1,2,3,1,2,0,2,2,4,3,4,0,0,12,21,0,0,0,2907,0,0,0,0,0,0,0,0,68,2,0,348,0,0,0,0,0,0,265,805,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,
1231,1230,Ryan O'Reilly,https://www.nhl.com/player/8475158,16,CAN,1991-02-07,34,207,73,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,3820000,3820000,3820000,3820000,3820000,0,0,0,0,0,0,,0,97,0,8475158,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,59,42,92,74,79,89,90,77,85,79,75,78,73,88,76,42,41,74,4,10,0,1,1,-2,6,0,3,2,8,1,6,0,0,30,60,0,0,0,5798,0,0,1,4,972,0,0,0,784,4,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,
1232,1231,Ryan O'Rourke,https://www.nhl.com/player/8482143,0,CAN,2002-05-16,23,178,72,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,2147000,2147000,2147000,2147000,2147000,0,0,0,0,0,0,,0,100,0,8482143,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,61,39,74,56,70,65,84,54,30,55,52,57,45,63,65,75,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1233,1232,Ryan Poehling,https://www.nhl.com/player/8480068,21,USA,1999-01-03,26,204,74,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,1756000,1756000,1756000,1756000,0,0,0,0,0,0,0,,0,100,0,8480068,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,65,36,95,69,81,84,87,68,80,70,66,85,65,69,67,77,40,70,3,8,0,2,2,0,0,0,0,7,2,2,4,0,0,24,45,0,0,0,3387,0,0,2,3,615,0,0,0,0,4,3,461,0,0,0,0,0,0,0,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,
1234,1233,Ryan Pulock,https://www.nhl.com/player/8477506,18,CAN,1994-10-06,31,220,74,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,4830000,4830000,4830000,4830000,4830000,0,0,0,0,0,0,,0,100,0,8477506,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,74,37,93,67,84,92,85,65,30,74,63,87,53,76,72,65,44,74,3,8,1,1,2,2,0,0,4,3,4,4,9,0,0,0,0,0,0,0,4822,0,1,0,2,902,0,0,0,834,0,4,347,0,0,0,0,1,0,0,645,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
1235,1234,Ryan Reaves,https://www.nhl.com/player/8471817,0,CAN,1987-01-20,38,225,74,False,False,True,False,5,False,False,False,False,False,True,True,False,False,False,0,2915000,2915000,2915000,2915000,2915000,2915000,0,0,0,0,0,,0,100,0,8471817,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,88,89,73,64,85,71,76,63,57,60,61,62,58,87,78,21,40,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1236,1235,Ryan Sandelin,https://www.nhl.com/player/8484253,0,USA,1999-01-03,26,185,72,True,False,False,False,5,False,False,False,False,False,True,True,False,False,False,0,1133000,1133000,1133000,1133000,1133000,1133000,0,0,0,0,0,,0,100,0,8484253,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,62,37,88,57,71,83,76,55,60,54,56,53,55,66,68,42,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1237,1236,Ryan Schmelzer,https://www.nhl.com/player/8481115,0,USA,1993-07-28,32,188,74,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,3373000,3373000,3373000,3373000,0,0,0,0,0,0,0,,0,100,0,8481115,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,69,40,79,62,78,81,87,61,70,62,61,60,63,72,77,27,40,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1238,1237,Ryan Shea,https://www.nhl.com/player/8478854,22,USA,1997-02-11,28,220,73,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,2348000,2348000,2348000,2348000,2348000,0,0,0,0,0,0,,0,99,0,8478854,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,70,38,91,63,81,80,77,63,30,61,61,69,50,68,70,49,48,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,4,2,6,-4,0,0,10,4,1,4,6,0,0,0,0,0,0,0,5322,1,2,1,8,592,0,0,0,1107,0,10,369,0,0,0,0,1,0,0,0,3,2,65,980,980,
1239,1238,Ryan Strome,https://www.nhl.com/player/8476458,1,CAN,1993-07-11,32,192,73,True,False,False,False,1,False,False,False,False,False,True,True,False,False,False,0,4336000,4336000,0,0,0,0,0,0,0,0,0,,0,100,0,8476458,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,67,53,72,74,76,87,90,75,77,76,63,65,69,83,74,54,39,70,3,2,0,0,0,-1,6,0,0,1,2,2,1,0,0,11,19,0,0,0,2165,0,0,0,0,0,0,0,0,0,4,1,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,
1240,1239,Ryan Suter,https://www.nhl.com/player/8470600,25,USA,1985-01-21,40,201,73,False,False,False,True,5,False,False,False,False,False,True,True,False,False,False,0,4568000,4568000,4568000,4568000,4568000,4568000,0,0,0,0,0,,0,100,0,8470600,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,67,36,90,64,78,84,90,65,30,71,54,77,50,95,81,30,39,71,4,0,0,1,1,2,2,0,0,1,1,2,2,0,0,0,0,0,0,0,2911,0,0,0,0,0,0,0,0,0,0,1,134,0,0,0,0,0,0,350,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,
1241,1240,Ryan Suzuki,https://www.nhl.com/player/8481576,0,CAN,2001-05-28,24,196,73,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,1356000,1356000,1356000,1356000,1356000,0,0,0,0,0,0,,0,100,0,8481576,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,67,38,89,65,77,78,83,62,74,63,58,62,61,64,66,78,40,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1242,1241,Ryan Tverberg,https://www.nhl.com/player/8482525,0,CAN,2002-01-30,23,168,70,True,False,False,False,1,False,False,False,False,False,True,True,False,False,False,0,2091000,2091000,0,0,0,0,0,0,0,0,0,,0,100,0,8482525,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,55,37,88,56,64,74,77,54,65,58,55,53,56,63,65,49,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1243,1242,Ryan Ufko,https://www.nhl.com/player/8482715,0,USA,2003-05-07,22,174,72,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,1913000,1913000,0,0,0,0,0,0,0,0,0,,0,100,0,8482715,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,64,36,93,63,69,82,75,62,30,60,57,59,49,62,64,60,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1244,1243,Ryan Winterton,https://www.nhl.com/player/8482751,0,CAN,2003-09-04,22,175,74,True,False,False,False,5,False,False,False,False,False,True,True,False,False,False,0,2290000,2290000,2290000,2290000,2290000,2290000,0,0,0,0,0,,0,100,0,8482751,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,67,38,88,62,75,80,85,61,66,59,60,58,61,63,64,67,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1245,1244,Ryder Korczak,https://www.nhl.com/player/8482656,0,CAN,2002-09-23,23,171,71,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,2237000,2237000,2237000,2237000,0,0,0,0,0,0,0,,0,100,0,8482656,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,58,37,88,58,67,75,81,57,62,56,55,53,54,63,65,67,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1246,1245,Ryder Rolston,https://www.nhl.com/player/8482082,0,USA,2001-10-31,23,175,73,False,False,True,False,1,False,False,False,False,False,True,True,False,False,False,0,1670000,1670000,0,0,0,0,0,0,0,0,0,,0,100,0,8482082,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,63,37,95,59,72,82,83,57,60,59,58,56,57,64,66,55,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1247,1246,Ryker Evans,https://www.nhl.com/player/8482858,24,CAN,2001-12-13,23,195,72,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,1841000,1841000,1841000,0,0,0,0,0,0,0,0,,0,100,0,8482858,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,73,40,82,69,73,88,85,68,30,73,60,64,52,65,66,74,39,67,3,3,0,0,0,0,2,0,4,0,0,0,3,0,0,0,0,0,0,0,2326,0,0,0,0,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,
1248,1247,Sahil Panwar,https://www.nhl.com/player/8483096,0,CAN,2002-01-26,23,189,72,False,True,False,False,3,False,False,False,False,False,True,True,False,False,False,0,1810000,1810000,1810000,1810000,0,0,0,0,0,0,0,,0,100,0,8483096,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,59,38,81,56,72,74,68,54,52,55,55,53,56,63,65,45,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1249,1248,Sam Bennett,https://www.nhl.com/player/8477935,12,CAN,1996-06-20,29,193,73,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,3035000,3035000,3035000,3035000,0,0,0,0,0,0,0,,0,100,0,8477935,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,80,71,66,79,76,88,87,75,78,74,76,65,73,76,72,69,52,72,5,10,1,1,2,0,2,0,0,4,7,8,1,0,0,16,33,0,0,0,3498,0,0,0,0,0,0,0,0,0,6,1,635,0,0,0,0,0,0,195,540,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
1250,1249,Sam Carrick,https://www.nhl.com/player/8475842,19,CAN,1992-02-04,33,202,72,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,4459000,4459000,4459000,4459000,0,0,0,0,0,0,0,,0,100,0,8475842,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,77,73,71,67,75,80,90,63,84,61,60,79,58,75,74,33,40,67,5,1,0,0,0,0,2,0,1,1,0,2,3,0,0,1,1,0,0,0,2424,0,0,0,0,161,0,0,0,0,0,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,
1251,1250,Sam Colangelo,https://www.nhl.com/player/8482118,1,USA,2001-12-26,23,211,74,False,False,True,False,4,False,False,False,False,False,True,True,False,False,False,0,2465000,2465000,2465000,2465000,2465000,0,0,0,0,0,0,,0,100,0,8482118,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,73,39,91,72,83,87,74,69,66,64,71,63,71,64,65,74,54,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,14,11,25,18,0,0,3,1,9,2,1,1,0,14,31,0,0,0,3980,2,0,1,0,241,0,1,0,477,15,4,754,0,0,0,0,1,2,3,3,0,0,270,5780,5780,
1252,1251,Sam Gagner,https://www.nhl.com/player/8474040,0,CAN,1989-08-10,36,200,71,True,False,False,False,2,False,False,False,False,False,True,True,False,False,False,0,3893000,3893000,3893000,0,0,0,0,0,0,0,0,,0,100,0,8474040,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,63,37,93,64,72,86,71,65,74,66,58,64,67,76,78,42,40,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1253,1252,Sam Lafferty,https://www.nhl.com/player/8478043,3,USA,1995-03-06,30,205,74,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,3354000,3354000,3354000,3354000,3354000,0,0,0,0,0,0,,0,100,0,8478043,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,78,36,86,67,81,78,86,65,75,63,64,69,65,72,74,48,44,67,4,2,0,0,0,0,0,0,1,1,1,2,0,0,0,7,12,0,0,0,1145,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,
1254,1253,Sam Lipkin,https://www.nhl.com/player/8482924,0,USA,2003-01-03,22,192,74,False,True,False,False,5,False,False,False,False,False,True,True,False,False,False,0,1383000,1383000,1383000,1383000,1383000,1383000,0,0,0,0,0,,0,100,0,8482924,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,70,40,83,57,79,71,72,56,54,55,55,58,56,62,64,49,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1255,1254,Sam Malinski,https://www.nhl.com/player/8484258,7,USA,1998-07-27,27,190,71,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,1724000,1724000,1724000,1724000,0,0,0,0,0,0,0,,0,100,0,8484258,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,65,37,91,68,70,84,87,65,30,70,64,62,54,67,68,37,41,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,3,7,-4,0,0,2,2,6,6,4,0,0,0,0,0,0,0,3752,1,0,0,1,349,0,0,0,424,8,5,619,0,0,0,0,0,1,0,0,1,1,0,730,730,
1256,1255,Sam Morton,https://www.nhl.com/player/8484821,4,USA,1999-07-28,26,185,72,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,1479000,1479000,1479000,1479000,0,0,0,0,0,0,0,,0,98,0,8484821,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,76,37,92,65,71,86,75,64,61,62,64,60,64,66,67,42,43,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,0,4,0,2,0,1,5,9,4,5,0,0,21,35,0,0,0,4969,1,1,0,3,673,0,0,0,759,5,0,570,0,0,0,1,0,0,0,0,2,2,0,810,810,
1257,1256,Sam Poulin,https://www.nhl.com/player/8481591,0,CAN,2001-02-25,24,227,74,False,False,True,False,1,False,False,False,False,False,True,True,False,False,False,0,2369000,2369000,0,0,0,0,0,0,0,0,0,,0,100,0,8481591,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,75,40,78,62,86,82,80,64,65,61,62,63,67,64,66,80,40,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1258,1257,Sam Reinhart,https://www.nhl.com/player/8477933,12,CAN,1995-11-06,29,196,73,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,5892000,5892000,5892000,5892000,0,0,0,0,0,0,0,,0,95,0,8477933,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,71,41,89,81,79,91,90,83,76,81,92,84,86,79,78,73,61,79,5,33,9,7,16,9,2,0,2,8,17,6,14,2,1,35,72,0,0,0,7454,1,3,4,5,991,0,1,2,1360,16,0,1300,0,0,0,1,3,0,470,3160,3160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,
1259,1258,Sam Steel,https://www.nhl.com/player/8479351,9,CAN,1998-02-03,27,189,72,True,False,False,False,1,False,False,False,False,False,True,True,False,False,False,0,1651000,1651000,0,0,0,0,0,0,0,0,0,,0,100,0,8479351,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,66,40,88,70,72,83,90,66,81,68,62,80,65,70,68,66,46,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,
1260,1259,Sam Stevens,https://www.nhl.com/player/8484942,0,CAN,2000-04-27,25,183,73,True,False,False,False,5,False,False,False,False,False,True,True,False,False,False,0,1805000,1805000,1805000,1805000,1805000,1805000,0,0,0,0,0,,0,100,0,8484942,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,65,37,94,57,74,73,63,56,59,54,55,53,58,65,67,42,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1261,1260,Sammy Blais,https://www.nhl.com/player/8478104,0,CAN,1996-06-17,29,206,74,False,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,4209000,0,0,0,0,0,0,0,0,0,0,,0,100,0,8478104,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,73,51,77,67,82,81,79,64,69,66,61,63,65,69,71,38,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
